,Player,Prediction,Truth
20758,Alex Wimmers,Not Eligible,Not Eligible
20882,Alex Wood,Not Eligible,Not Eligible
21109,Alex Young,Not Eligible,Not Eligible
2835,Alexander Canario,Not Eligible,Not Eligible
3017,Alexander Cartwright,Not Eligible,Not Eligible
5006,Alexander Donoghue,Not Eligible,Not Eligible
15602,Alexei Ramirez,Not Eligible,Not Eligible
352,Alexi Amarista,Not Eligible,Not Eligible
3048,Alexi Casilla,Not Eligible,Not Eligible
14165,Alexi Ogando,Not Eligible,Not Eligible
4805,Alexis Diaz,Not Eligible,Not Eligible
7073,Alexis Gomez,Not Eligible,Not Eligible
9154,Alexis Infante,Not Eligible,Not Eligible
370,Alf Anderson,Not Eligible,Not Eligible
15456,Alfonso Pulido,Not Eligible,Not Eligible
16113,Alfonso Rivas,Not Eligible,Not Eligible
18060,Alfonso Soriano,Not Inducted,Not Inducted
12837,Alfred Metcalfe,Not Eligible,Not Eligible
50,Alfredo Aceves,Not Eligible,Not Eligible
364,Alfredo Amezaga,Not Eligible,Not Eligible
2685,Alfredo Cabrera,Not Eligible,Not Eligible
5932,Alfredo Figaro,Not Eligible,Not Eligible
7104,Alfredo Gonzalez,Not Eligible,Not Eligible
7416,Alfredo Griffin,Inducted,Not Inducted
11881,Alfredo Marte,Not Eligible,Not Eligible
17645,Alfredo Simon,Not Eligible,Not Eligible
12206,Algie McBride,Not Eligible,Not Eligible
16810,Ali Sanchez,Not Eligible,Not Eligible
18038,Ali Solis,Not Eligible,Not Eligible
20555,Alika Williams,Not Eligible,Not Eligible
371,Allan Anderson,Not Eligible,Not Eligible
3638,Allan Collamore,Not Eligible,Not Eligible
5323,Allan Dykstra,Not Eligible,Not Eligible
11003,Allan Lewis,Not Eligible,Not Eligible
15603,Allan Ramirez,Not Eligible,Not Eligible
17653,Allan Simpson,Not Eligible,Not Eligible
19337,Allan Travers,Not Eligible,Not Eligible
20759,Allan Winans,Not Eligible,Not Eligible
1074,Allen Battle,Not Eligible,Not Eligible
1338,Allen Benson,Not Eligible,Not Eligible
3721,Allen Conkwright,Not Eligible,Not Eligible
3879,Allen Cordoba,Not Eligible,Not Eligible
4018,Allen Craig,Not Eligible,Not Eligible
5480,Allen Elliott,Not Eligible,Not Eligible
10996,Allen Levrault,Not Eligible,Not Eligible
12355,Allen McDill,Not Eligible,Not Eligible
16091,Allen Ripley,Not Eligible,Not Eligible
16655,Allen Russell,Not Inducted,Not Inducted
18078,Allen Sothoron,Not Inducted,Not Inducted
20149,Allen Watson,Not Eligible,Not Eligible
20213,Allen Webster,Not Eligible,Not Eligible
3406,Allie Clark,Not Eligible,Not Eligible
13479,Allie Moulton,Not Eligible,Not Eligible
15924,Allie Reynolds,Not Inducted,Not Inducted
18542,Allie Strobel,Not Eligible,Not Eligible
20161,Allie Watt,Not Eligible,Not Eligible
18483,Allyn Stout,Not Eligible,Not Eligible
2081,Alonzo Breitenstein,Not Eligible,Not Eligible
7933,Alonzo Harris,Not Eligible,Not Eligible
15333,Alonzo Powell,Not Eligible,Not Eligible
3581,Alta Cohen,Not Eligible,Not Eligible
2233,Alton Brown,Not Eligible,Not Eligible
20556,Alva Williams,Not Eligible,Not Eligible
5629,Alvaro Espinoza,Not Inducted,Not Inducted
3636,Alvin Colina,Not Eligible,Not Eligible
4447,Alvin Davis,Not Eligible,Not Eligible
13380,Alvin Morman,Not Eligible,Not Eligible
16797,Amado Samuel,Not Eligible,Not Eligible
2967,Amalio Carreno,Not Eligible,Not Eligible
16876,Amauri Sanit,Not Eligible,Not Eligible
6585,Amaury Garcia,Not Eligible,Not Eligible
18951,Amaury Telemaco,Not Eligible,Not Eligible
2483,Ambiorix Burgos,Not Eligible,Not Eligible
12412,Ambrose McGann,Not Eligible,Not Eligible
15476,Ambrose Puttmann,Not Eligible,Not Eligible
12295,Amby McConnell,Not Eligible,Not Eligible
13636,Amby Murray,Not Eligible,Not Eligible
16479,Amed Rosario,Not Eligible,Not Eligible
6681,Amir Garrett,Not Eligible,Not Eligible
1816,Amos Booth,Not Eligible,Not Eligible
4133,Amos Cross,Not Eligible,Not Eligible
14410,Amos Otis,Not Inducted,Not Inducted
16649,Amos Rusie,Inducted,Inducted
18555,Amos Strunk,Not Inducted,Not Inducted
20647,Amos Willingham,Not Eligible,Not Eligible
11941,Anastacio Martinez,Not Eligible,Not Eligible
5630,Anderson Espinoza,Not Eligible,Not Eligible
6586,Anderson Garcia,Not Eligible,Not Eligible
8353,Anderson Hernandez,Not Eligible,Not Eligible
11520,Anderson Machado,Not Eligible,Not Eligible
17346,Anderson Severino,Not Eligible,Not Eligible
18946,Anderson Tejeda,Not Eligible,Not Eligible
4429,Andre David,Not Eligible,Not Eligible
4530,Andre Dawson,Inducted,Inducted
5660,Andre Ethier,Not Inducted,Not Inducted
9207,Andre Jackson,Not Eligible,Not Eligible
11117,Andre Lipcius,Not Eligible,Not Eligible
14531,Andre Pallante,Not Eligible,Not Eligible
16048,Andre Rienzo,Not Eligible,Not Eligible
16184,Andre Robertson,Not Eligible,Not Eligible
16267,Andre Rodgers,Not Inducted,Not Inducted
17242,Andre Scrubb,Not Eligible,Not Eligible
19144,Andre Thornton,Not Inducted,Not Inducted
17633,Andrelton Simmons,Not Eligible,Not Eligible
1438,Andres Berumen,Not Eligible,Not Eligible
1616,Andres Blanco,Not Inducted,Not Inducted
6505,Andres Galarraga,Inducted,Not Inducted
6945,Andres Gimenez,Not Eligible,Not Eligible
11521,Andres Machado,Not Eligible,Not Eligible
13294,Andres Mora,Not Eligible,Not Eligible
13561,Andres Munoz,Not Eligible,Not Eligible
16881,Andres Santana,Not Eligible,Not Eligible
19035,Andres Thomas,Not Eligible,Not Eligible
19282,Andres Torres,Not Eligible,Not Eligible
10,Andrew Abbott,Not Eligible,Not Eligible
170,Andrew Albers,Not Eligible,Not Eligible
717,Andrew Bailey,Not Eligible,Not Eligible
1278,Andrew Bellatti,Not Eligible,Not Eligible
1314,Andrew Benintendi,Not Eligible,Not Eligible
1964,Andrew Brackman,Not Eligible,Not Eligible
2234,Andrew Brown,Not Eligible,Not Eligible
2235,Andrew Brown,Not Eligible,Not Eligible
2910,Andrew Carignan,Not Eligible,Not Eligible
3046,Andrew Cashner,Not Inducted,Not Inducted
3194,Andrew Chafin,Not Eligible,Not Eligible
5806,Andrew Faulkner,Not Eligible,Not Eligible
7148,Andrew Good,Not Eligible,Not Eligible
8143,Andrew Heaney,Not Eligible,Not Eligible
10193,Andrew Kittredge,Not Eligible,Not Eligible
10250,Andrew Knapp,Not Eligible,Not Eligible
10274,Andrew Knizner,Not Eligible,Not Eligible
10608,Andrew Lambo,Not Eligible,Not Eligible
11318,Andrew Lorraine,Not Eligible,Not Eligible
12340,Andrew McCutchen,Not Eligible,Not Eligible
12540,Andrew McKirahan,Not Eligible,Not Eligible
12830,Andrew Messenger,Not Eligible,Not Eligible
12926,Andrew Miller,Not Eligible,Not Eligible
13237,Andrew Moore,Not Eligible,Not Eligible
13738,Andrew Nardi,Not Eligible,Not Eligible
16440,Andrew Romine,Not Eligible,Not Eligible
16716,Andrew Saalfrank,Not Eligible,Not Eligible
18384,Andrew Stevenson,Not Eligible,Not Eligible
18592,Andrew Suarez,Not Eligible,Not Eligible
18678,Andrew Susac,Not Eligible,Not Eligible
18870,Andrew Taylor,Not Eligible,Not Eligible
19085,Andrew Thompson,Not Eligible,Not Eligible
19233,Andrew Toles,Not Eligible,Not Eligible
19370,Andrew Triggs,Not Eligible,Not Eligible
19670,Andrew Vasquez,Not Eligible,Not Eligible
19683,Andrew Vaughn,Not Eligible,Not Eligible
19713,Andrew Velazquez,Not Eligible,Not Eligible
20029,Andrew Walters,Not Eligible,Not Eligible
20053,Andrew Wantz,Not Eligible,Not Eligible
20313,Andrew Werner,Not Eligible,Not Eligible
21110,Andrew Young,Not Eligible,Not Eligible
9564,Andruw Jones,Not Inducted,Not Inducted
13173,Andruw Monasterio,Not Eligible,Not Eligible
3226,Andrés Chaparro,Not Eligible,Not Eligible
3162,Andujar Cedeno,Not Eligible,Not Eligible
4,Andy Abad,Not Eligible,Not Eligible
225,Andy Allanson,Not Eligible,Not Eligible
271,Andy Allison,Not Eligible,Not Eligible
372,Andy Anderson,Not Eligible,Not Eligible
576,Andy Ashby,Not Inducted,Not Inducted
895,Andy Barkett,Not Eligible,Not Eligible
1205,Andy Bednar,Not Eligible,Not Eligible
1217,Andy Beene,Not Eligible,Not Eligible
1310,Andy Benes,Not Inducted,Not Inducted
1861,Andy Boswell,Not Eligible,Not Eligible
2347,Andy Bruckmiller,Not Eligible,Not Eligible
2532,Andy Burns,Not Eligible,Not Eligible
2852,Andy Cannizaro,Not Eligible,Not Eligible
2900,Andy Carey,Not Inducted,Not Inducted
3001,Andy Carter,Not Eligible,Not Eligible
3147,Andy Cavazos,Not Eligible,Not Eligible
3545,Andy Coakley,Not Eligible,Not Eligible
3582,Andy Cohen,Not Eligible,Not Eligible
3796,Andy Cook,Not Eligible,Not Eligible
3830,Andy Cooper,Not Eligible,Not Eligible
4286,Andy Cusick,Not Eligible,Not Eligible
4915,Andy Dirks,Not Eligible,Not Eligible
4979,Andy Dominique,Not Eligible,Not Eligible
5260,Andy Dunning,Not Eligible,Not Eligible
5656,Andy Etchebarren,Not Inducted,Not Inducted
6248,Andy Fox,Not Eligible,Not Eligible
6876,Andy Gilbert,Not Eligible,Not Eligible
7105,Andy Gonzalez,Not Eligible,Not Eligible
7333,Andy Green,Not Eligible,Not Eligible
7840,Andy Hansen,Not Eligible,Not Eligible
7927,Andy Harrington,Not Eligible,Not Eligible
7928,Andy Harrington,Not Eligible,Not Eligible
8051,Andy Hassler,Not Inducted,Not Inducted
8092,Andy Hawkins,Not Inducted,Not Inducted
8521,Andy High,Not Inducted,Not Inducted
9137,Andy Ibanez,Not Eligible,Not Eligible
9804,Andy Karl,Not Eligible,Not Eligible
10296,Andy Knox,Not Eligible,Not Eligible
10377,Andy Kosco,Not Inducted,Not Inducted
10530,Andy Kyle,Not Eligible,Not Eligible
10703,Andy LaRoche,Not Eligible,Not Eligible
10679,Andy Lapihuska,Not Eligible,Not Eligible
10689,Andy Larkin,Not Eligible,Not Eligible
10950,Andy Leonard,Not Eligible,Not Eligible
11882,Andy Marte,Not Eligible,Not Eligible
12408,Andy McGaffigan,Not Inducted,Not Inducted
12798,Andy Merchant,Not Eligible,Not Eligible
12833,Andy Messersmith,Not Inducted,Not Inducted
13466,Andy Mota,Not Eligible,Not Eligible
13808,Andy Nelson,Not Eligible,Not Eligible
14128,Andy O'Connor,Not Eligible,Not Eligible
14221,Andy Oliver,Not Eligible,Not Eligible
14466,Andy Oyler,Not Eligible,Not Eligible
14497,Andy Pafko,Not Inducted,Not Inducted
14510,Andy Pages,Not Eligible,Not Eligible
14620,Andy Parrino,Not Eligible,Not Eligible
15011,Andy Pettitte,Inducted,Not Inducted
15050,Andy Phillips,Not Eligible,Not Eligible
15122,Andy Piercy,Not Eligible,Not Eligible
15150,Andy Pilney,Not Eligible,Not Eligible
15373,Andy Pratt,Not Eligible,Not Eligible
15794,Andy Reese,Not Eligible,Not Eligible
15885,Andy Replogle,Not Eligible,Not Eligible
16074,Andy Rincon,Not Eligible,Not Eligible
16646,Andy Rush,Not Eligible,Not Eligible
17318,Andy Seminick,Not Inducted,Not Inducted
17460,Andy Sheets,Not Eligible,Not Eligible
17684,Andy Sisco,Not Eligible,Not Eligible
18050,Andy Sommers,Not Eligible,Not Eligible
18053,Andy Sommerville,Not Eligible,Not Eligible
18056,Andy Sonnanstine,Not Eligible,Not Eligible
18166,Andy Spognardi,Not Eligible,Not Eligible
18247,Andy Stankiewicz,Not Eligible,Not Eligible
18388,Andy Stewart,Not Eligible,Not Eligible
18617,Andy Sullivan,Not Eligible,Not Eligible
18712,Andy Swan,Not Eligible,Not Eligible
19086,Andy Thompson,Not Eligible,Not Eligible
19245,Andy Tomasic,Not Eligible,Not Eligible
19246,Andy Tomberlin,Not Eligible,Not Eligible
19323,Andy Tracy,Not Eligible,Not Eligible
19626,Andy Van Hekken,Not Eligible,Not Eligible
19630,Andy Van Slyke,Not Inducted,Not Inducted
19649,Andy Varga,Not Eligible,Not Eligible
20536,Andy Wilkins,Not Eligible,Not Eligible
20840,Andy Woehr,Not Eligible,Not Eligible
16277,Aneury Rodriguez,Not Eligible,Not Eligible
21169,Aneurys Zabala,Not Eligible,Not Eligible
487,Angel Aragon,Not Eligible,Not Eligible
1414,Angel Berroa,Not Eligible,Not Eligible
2057,Angel Bravo,Not Eligible,Not Eligible
3110,Angel Castro,Not Eligible,Not Eligible
3265,Angel Chavez,Not Eligible,Not Eligible
3317,Angel Chivilli,Not Eligible,Not Eligible
4550,Angel De Jesus,Not Eligible,Not Eligible
5372,Angel Echevarria,Not Eligible,Not Eligible
5609,Angel Escobar,Not Eligible,Not Eligible
5833,Angel Felipe,Not Eligible,Not Eligible
6069,Angel Fleitas,Not Eligible,Not Eligible
7597,Angel Guzman,Not Eligible,Not Eligible
11734,Angel Mangual,Not Eligible,Not Eligible
11989,Angel Martínez,Not Eligible,Not Eligible
13087,Angel Miranda,Not Eligible,Not Eligible
13337,Angel Moreno,Not Eligible,Not Eligible
13840,Angel Nesbitt,Not Eligible,Not Eligible
14498,Angel Pagan,Not Inducted,Not Inducted
14863,Angel Perdomo,Not Eligible,Not Eligible
14799,Angel Peña,Not Eligible,Not Eligible
16451,Angel Rondon,Not Eligible,Not Eligible
16760,Angel Salazar,Not Eligible,Not Eligible
16779,Angel Salome,Not Eligible,Not Eligible
16812,Angel Sanchez,Not Eligible,Not Eligible
16811,Angel Sanchez,Not Eligible,Not Eligible
16906,Angel Santos,Not Eligible,Not Eligible
19283,Angel Torres,Not Eligible,Not Eligible
21216,Angel Zerpa,Not Eligible,Not Eligible
4304,Angelo Dagres,Not Eligible,Not Eligible
5533,Angelo Encarnacion,Not Eligible,Not Eligible
11118,Angelo LiPetri,Not Eligible,Not Eligible
16813,Anibal Sanchez,Not Eligible,Not Eligible
13238,Anse Moore,Not Eligible,Not Eligible
223,Anthony Alford,Not Eligible,Not Eligible
827,Anthony Banda,Not Eligible,Not Eligible
1032,Anthony Bass,Not Eligible,Not Eligible
1300,Anthony Bemboom,Not Eligible,Not Eligible
1305,Anthony Bender,Not Eligible,Not Eligible
3111,Anthony Castro,Not Eligible,Not Eligible
3266,Anthony Chavez,Not Eligible,Not Eligible
3392,Anthony Claggett,Not Eligible,Not Eligible
4754,Anthony DeSclafani,Not Eligible,Not Eligible
5882,Anthony Ferrari,Not Eligible,Not Eligible
7208,Anthony Gose,Not Eligible,Not Eligible
9837,Anthony Kay,Not Eligible,Not Eligible
10971,Anthony Lerew,Not Eligible,Not Eligible
11682,Anthony Maldonado,Not Eligible,Not Eligible
13093,Anthony Misiewicz,Not Eligible,Not Eligible
13155,Anthony Molina,Not Eligible,Not Eligible
14341,Anthony Ortega,Not Eligible,Not Eligible
15661,Anthony Ranaudo,Not Eligible,Not Eligible
15746,Anthony Recker,Not Eligible,Not Eligible
15869,Anthony Rendon,Not Eligible,Not Eligible
15908,Anthony Reyes,Not Eligible,Not Eligible
16139,Anthony Rizzo,Not Eligible,Not Eligible
16842,Anthony Sanders,Not Eligible,Not Eligible
16893,Anthony Santander,Not Eligible,Not Eligible
17586,Anthony Shumaker,Not Eligible,Not Eligible
17731,Anthony Slama,Not Eligible,Not Eligible
18733,Anthony Swarzak,Not Eligible,Not Eligible
18952,Anthony Telford,Not Eligible,Not Eligible
19668,Anthony Varvaro,Not Eligible,Not Eligible
19671,Anthony Vasquez,Not Eligible,Not Eligible
19726,Anthony Veneziano,Not Eligible,Not Eligible
19829,Anthony Volpe,Not Eligible,Not Eligible
21111,Anthony Young,Not Eligible,Not Eligible
15993,Antoan Richardson,Not Eligible,Not Eligible
5741,Anton Falch,Not Eligible,Not Eligible
20639,Antone Williamson,Not Eligible,Not Eligible
220,Antonio Alfonseca,Not Inducted,Not Inducted
1044,Antonio Bastardo,Not Eligible,Not Eligible
14399,Antonio Osuna,Not Inducted,Not Inducted
14870,Antonio Perez,Not Eligible,Not Eligible
16907,Antonio Santos,Not Eligible,Not Eligible
17325,Antonio Senzatela,Not Eligible,Not Eligible
11281,Aquilino Lopez,Not Eligible,Not Eligible
6587,Aramis Garcia,Not Eligible,Not Eligible
15604,Aramis Ramirez,Inducted,Not Inducted
10940,Arcenio Leon,Not Eligible,Not Eligible
12241,Arch McCarthy,Not Eligible,Not Eligible
15827,Arch Reilly,Not Eligible,Not Eligible
3363,Archi Cianfrocco,Not Eligible,Not Eligible
1977,Archie Bradley,Not Eligible,Not Eligible
2798,Archie Campbell,Not Eligible,Not Eligible
3857,Archie Corbin,Not Eligible,Not Eligible
12505,Archie McKain,Not Eligible,Not Eligible
13239,Archie Moore,Not Eligible,Not Eligible
15925,Archie Reynolds,Not Eligible,Not Eligible
18424,Archie Stimmel,Not Eligible,Not Eligible
20675,Archie Wilson,Not Eligible,Not Eligible
20804,Archie Wise,Not Eligible,Not Eligible
21072,Archie Yelle,Not Eligible,Not Eligible
4806,Argenis Diaz,Not Eligible,Not Eligible
15909,Argenis Reyes,Not Eligible,Not Eligible
8354,Ariel Hernandez,Not Eligible,Not Eligible
9739,Ariel Jurado,Not Eligible,Not Eligible
13088,Ariel Miranda,Not Eligible,Not Eligible
14800,Ariel Peña,Not Eligible,Not Eligible
15410,Ariel Prieto,Not Eligible,Not Eligible
184,Arismendy Alcantara,Not Eligible,Not Eligible
483,Aristides Aquino,Not Eligible,Not Eligible
19679,Arky Vaughan,Not Inducted,Inducted
18871,Arlas Taylor,Not Eligible,Not Eligible
10724,Arlie Latham,Inducted,Not Inducted
15265,Arlie Pond,Not Eligible,Not Eligible
18828,Arlie Tarbert,Not Eligible,Not Eligible
2369,Arlo Brunsberg,Not Eligible,Not Eligible
281,Armando Almanza,Not Eligible,Not Eligible
323,Armando Alvarez,Not Eligible,Not Eligible
1316,Armando Benitez,Not Inducted,Not Inducted
6472,Armando Gabino,Not Eligible,Not Eligible
6506,Armando Galarraga,Not Eligible,Not Eligible
11856,Armando Marsans,Not Eligible,Not Eligible
15947,Armando Reynoso,Not Inducted,Not Inducted
16083,Armando Rios,Not Eligible,Not Eligible
16256,Armando Roche,Not Eligible,Not Eligible
9688,Arndt Jorgens,Not Inducted,Not Inducted
13445,Arnie Moser,Not Eligible,Not Eligible
13562,Arnie Munoz,Not Eligible,Not Eligible
15303,Arnie Portocarrero,Not Eligible,Not Eligible
18450,Arnie Stone,Not Eligible,Not Eligible
3002,Arnold Carter,Not Eligible,Not Eligible
5337,Arnold Earley,Not Eligible,Not Eligible
8079,Arnold Hauser,Not Eligible,Not Eligible
10941,Arnold Leon,Not Eligible,Not Eligible
18286,Arnold Statz,Not Eligible,Not Eligible
19504,Arnold Umbach,Not Eligible,Not Eligible
19815,Arodys Vizcaino,Not Eligible,Not Eligible
3230,Aroldis Chapman,Not Eligible,Not Eligible
2781,Arquimedes Caminero,Not Eligible,Not Eligible
15367,Arquimedez Pozo,Not Eligible,Not Eligible
272,Art Allison,Not Eligible,Not Eligible
688,Art Bader,Not Eligible,Not Eligible
811,Art Ball,Not Eligible,Not Eligible
1307,Art Benedict,Not Eligible,Not Eligible
2021,Art Bramhall,Not Eligible,Not Eligible
2224,Art Brouthers,Not Eligible,Not Eligible
2430,Art Bues,Not Eligible,Not Eligible
2624,Art Butler,Not Eligible,Not Eligible
3153,Art Ceccarelli,Not Eligible,Not Eligible
3862,Art Corcoran,Not Eligible,Not Eligible
4103,Art Croft,Not Eligible,Not Eligible
4356,Art Daney,Not Eligible,Not Eligible
4613,Art Decatur,Not Eligible,Not Eligible
4668,Art Delaney,Not Eligible,Not Eligible
4785,Art Devlin,Not Inducted,Not Inducted
4922,Art Ditmar,Not Eligible,Not Eligible
4971,Art Doll,Not Eligible,Not Eligible
5671,Art Evans,Not Eligible,Not Eligible
5708,Art Ewoldt,Not Eligible,Not Eligible
6077,Art Fletcher,Not Inducted,Not Inducted
6240,Art Fowler,Not Eligible,Not Eligible
6406,Art Fromme,Not Inducted,Not Inducted
6641,Art Gardiner,Not Eligible,Not Eligible
6644,Art Gardner,Not Eligible,Not Eligible
6663,Art Garibaldi,Not Eligible,Not Eligible
7163,Art Goodwin,Not Eligible,Not Eligible
7438,Art Griggs,Not Eligible,Not Eligible
7654,Art Hagan,Not Eligible,Not Eligible
8339,Art Herman,Not Eligible,Not Eligible
8433,Art Herring,Not Inducted,Not Inducted
8657,Art Hoelskoetter,Not Eligible,Not Eligible
8886,Art Houtteman,Not Inducted,Not Inducted
8916,Art Howe,Not Inducted,Not Inducted
9249,Art Jacobs,Not Eligible,Not Eligible
9274,Art Jahn,Not Eligible,Not Eligible
9279,Art James,Not Eligible,Not Eligible
9430,Art Johnson,Not Eligible,Not Eligible
9429,Art Johnson,Not Eligible,Not Eligible
9565,Art Jones,Not Eligible,Not Eligible
10005,Art Kenney,Not Eligible,Not Eligible
10373,Art Kores,Not Eligible,Not Eligible
10472,Art Kruger,Not Eligible,Not Eligible
10520,Art Kusnyer,Not Eligible,Not Eligible
10751,Art LaVigne,Not Eligible,Not Eligible
11273,Art Lopatka,Not Eligible,Not Eligible
11282,Art Lopez,Not Eligible,Not Eligible
11321,Art Loudell,Not Eligible,Not Eligible
11586,Art Madison,Not Eligible,Not Eligible
11627,Art Mahaffey,Not Eligible,Not Eligible
11630,Art Mahan,Not Eligible,Not Eligible
12315,Art McCoy,Not Eligible,Not Eligible
12453,Art McGovern,Not Eligible,Not Eligible
12549,Art McLarney,Not Eligible,Not Eligible
12802,Art Merewether,Not Eligible,Not Eligible
13035,Art Mills,Not Eligible,Not Eligible
13796,Art Nehf,Not Inducted,Not Inducted
13899,Art Nichols,Not Eligible,Not Eligible
14601,Art Parks,Not Eligible,Not Eligible
15033,Art Phelan,Not Eligible,Not Eligible
15537,Art Quirk,Not Eligible,Not Eligible
15741,Art Rebel,Not Eligible,Not Eligible
15840,Art Reinhart,Not Eligible,Not Eligible
15842,Art Reinholz,Not Eligible,Not Eligible
16030,Art Rico,Not Eligible,Not Eligible
16597,Art Ruble,Not Eligible,Not Eligible
17012,Art Schallock,Not Eligible,Not Eligible
17019,Art Scharein,Not Eligible,Not Eligible
17152,Art Schult,Not Eligible,Not Eligible
17199,Art Schwind,Not Eligible,Not Eligible
17383,Art Shamsky,Not Eligible,Not Eligible
17541,Art Shires,Not Eligible,Not Eligible
17726,Art Sladen,Not Eligible,Not Eligible
17781,Art Smith,Not Eligible,Not Eligible
18447,Art Stokes,Not Eligible,Not Eligible
18667,Art Sunday,Not Eligible,Not Eligible
19080,Art Thomason,Not Eligible,Not Eligible
